"__fastGreedyCluster","Description","Enzyme.Names","GO.IDs","id","InterPro.GO.Names","InterPro.IDs","name","selected","shared name","species"
"15","Cuticlin-1","","F:GO:0000166; F:GO:0003676; F:GO:0003724; F:GO:0004386; F:GO:0005524; F:GO:0016787; F:GO:0030246; C:GO:0016020; C:GO:0016021","Gpal_D383_g02057.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR22907 (PANTHER); IPR001507 (PROSITE_PROFILES)","Gpal_D383_g02057.pdb","false","Gpal_D383_g02057.pdb","Gpal"
"80","Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain-containing protein","Peptidylprolyl isomerase; Cis-trans-isomerases; Isomerases","P:GO:0000413; F:GO:0003755; C:GO:0016021","Gpal_D383_g15807.pdb","F:peptidyl-prolyl cis-trans isomerase activity","G3DSA:3.10.50.40 (GENE3D); G3DSA:3.10.50.40 (GENE3D); IPR001179 (PFAM); PTHR46046:SF6 (PANTHER); PTHR46046 (PANTHER); IPR001179 (PROSITE_PROFILES); IPR001179 (PROSITE_PROFILES); SSF54534 (SUPERFAMILY); SSF54534 (SUPERFAMILY)","Gpal_D383_g15807.pdb","false","Gpal_D383_g15807.pdb","Gpal"
"80","peptidyl-prolyl cis-trans isomerase, FKBP-type","Peptidylprolyl isomerase; Cis-trans-isomerases; Isomerases","P:GO:0000413; F:GO:0003755","Gpal_D383_g03615.pdb","F:peptidyl-prolyl cis-trans isomerase activity","IPR001179 (PFAM); G3DSA:3.10.50.40 (GENE3D); G3DSA:3.10.50.40 (GENE3D); PTHR46046 (PANTHER); PTHR46046:SF6 (PANTHER); IPR001179 (PROSITE_PROFILES); IPR001179 (PROSITE_PROFILES); SSF54534 (SUPERFAMILY); SSF54534 (SUPERFAMILY)","Gpal_D383_g03615.pdb","false","Gpal_D383_g03615.pdb","Gpal"
"82","---NA---","","","Gpal_D383_g04885.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g04885.pdb","false","Gpal_D383_g04885.pdb","Gpal"
"83","NHL repeat protein","Lyases","F:GO:0016829","Gpal_D383_g15392.pdb","P:peptide metabolic process; F:catalytic activity; F:protein binding; C:membrane","IPR000720 (PRINTS); IPR001258 (PFAM); IPR011042 (G3DSA:2.120.10.GENE3D); PTHR10680:SF14 (PANTHER); PTHR10680 (PANTHER); IPR013017 (PROSITE_PROFILES); IPR013017 (PROSITE_PROFILES); IPR013017 (PROSITE_PROFILES); IPR013017 (PROSITE_PROFILES); cd14958 (CDD); SSF101898 (SUPERFAMILY)","Gpal_D383_g15392.pdb","false","Gpal_D383_g15392.pdb","Gpal"
"51","uncharacterized protein LOC116160339","","","Gpal_D383_g13535.pdb","no IPS match","no IPS match","Gpal_D383_g13535.pdb","false","Gpal_D383_g13535.pdb","Gpal"
"51","activating transcription factor 7-interacting protein 1 isoform X3","","","Gpal_D383_g04173.pdb","no GO terms","IPR007588 (PFAM); G3DSA:2.20.25.240 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g04173.pdb","false","Gpal_D383_g04173.pdb","Gpal"
"7","putative effector protein","","","Gpal_D383_g11918.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g11918.pdb","false","Gpal_D383_g11918.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g10606.pdb","no IPS match","no IPS match","Gpal_D383_g10606.pdb","false","Gpal_D383_g10606.pdb","Gpal"
"7","putative effector protein","","","Gpal_D383_g06381.pdb","no IPS match","no IPS match","Gpal_D383_g06381.pdb","false","Gpal_D383_g06381.pdb","Gpal"
"84","Phospholipase A2 domain-containing protein","","P:GO:0006644; P:GO:0016042; P:GO:0050482; F:GO:0004623; F:GO:0005509; F:GO:0016740; F:GO:0016757; C:GO:0005576; C:GO:0016020; C:GO:0016021","Gpal_D383_g16689.pdb","P:phospholipid metabolic process; P:arachidonic acid secretion; F:phospholipase A2 activity","IPR036444 (SUPERFAMILY)","Gpal_D383_g16689.pdb","false","Gpal_D383_g16689.pdb","Gpal"
"84","Phospholipase A2 domain-containing protein","","P:GO:0006644; P:GO:0016042; P:GO:0050482; F:GO:0004623; F:GO:0005509; F:GO:0016740; F:GO:0016757; C:GO:0005576; C:GO:0016020; C:GO:0016021","Gpal_D383_g14925.pdb","P:phospholipid metabolic process; P:arachidonic acid secretion; F:phospholipase A2 activity","IPR036444 (SUPERFAMILY)","Gpal_D383_g14925.pdb","false","Gpal_D383_g14925.pdb","Gpal"
"84","Phospholipase A2 domain-containing protein","","P:GO:0006644; P:GO:0050482; F:GO:0004623; C:GO:0005576","Gpal_D383_g10767.pdb","P:phospholipid metabolic process; P:arachidonic acid secretion; F:phospholipase A2 activity","IPR036444 (G3DSA:1.20.90.GENE3D); PTHR34228:SF3 (PANTHER); PTHR34228 (PANTHER); IPR036444 (SUPERFAMILY)","Gpal_D383_g10767.pdb","false","Gpal_D383_g10767.pdb","Gpal"
"84","Phospholipase A2 domain-containing protein","","P:GO:0006644; P:GO:0050482; F:GO:0004623; C:GO:0005576","Gpal_D383_g01124.pdb","P:phospholipid metabolic process; P:arachidonic acid secretion; F:phospholipase A2 activity","PTHR34228 (PANTHER); PTHR34228:SF3 (PANTHER); IPR036444 (SUPERFAMILY)","Gpal_D383_g01124.pdb","false","Gpal_D383_g01124.pdb","Gpal"
"85","immunoglobulin domain protein","","","Gpal_D383_g16243.pdb","no GO terms","IPR013783 (G3DSA:2.60.40.GENE3D); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); cd00096 (CDD)","Gpal_D383_g16243.pdb","false","Gpal_D383_g16243.pdb","Gpal"
"87","Cuticlin-like protein 19","","C:GO:0110165","Gpal_D383_g16256.pdb","no GO terms","PTHR22907 (PANTHER); PTHR22907:SF47 (PANTHER); IPR001507 (PROSITE_PROFILES)","Gpal_D383_g16256.pdb","false","Gpal_D383_g16256.pdb","Gpal"
"88","glycosyltransferase, group 2 family protein","","F:GO:0003824","Gpal_D383_g16259.pdb","no GO terms","IPR029044 (G3DSA:3.90.550.GENE3D); IPR001173 (PFAM); PTHR11675:SF116 (PANTHER); PTHR11675 (PANTHER); IPR029044 (SUPERFAMILY)","Gpal_D383_g16259.pdb","false","Gpal_D383_g16259.pdb","Gpal"
"17","Prolyl 4-hydroxylase alpha-related protein PH4[alpha]EFB","Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2); Oxidoreductases; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2); Procollagen-proline 4-dioxygenase","P:GO:0018401; F:GO:0004656; F:GO:0043167; C:GO:0005783","Gpal_D383_g17445.pdb","P:obsolete oxidation-reduction process; F:procollagen-proline 4-dioxygenase activity; F:protein binding; F:oxidoreductase activity; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen; C:endoplasmic reticulum","IPR011990 (G3DSA:1.25.40.GENE3D); IPR013547 (PFAM); G3DSA:2.60.120.620 (GENE3D); IPR005123 (PFAM); PTHR10869 (PANTHER); PTHR10869:SF156 (PANTHER); IPR013026 (PROSITE_PROFILES); IPR005123 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY)","Gpal_D383_g17445.pdb","false","Gpal_D383_g17445.pdb","Gpal"
"86","hypothetical protein LOAG_05586","","P:GO:0006812; P:GO:0006829; P:GO:0055085; P:GO:0065003; P:GO:0098655; F:GO:0008324; F:GO:0030246; C:GO:0005783; C:GO:0016020; C:GO:0016021","Gpal_D383_g11626.pdb","no GO terms","PTHR23303:SF14 (PANTHER); PTHR23303 (PANTHER)","Gpal_D383_g11626.pdb","false","Gpal_D383_g11626.pdb","Gpal"
"89","GDP-fucose protein O-fucosyltransferase 2","","P:GO:0006004; P:GO:0036066; F:GO:0016740; F:GO:0016757; F:GO:0046922; C:GO:0016020; C:GO:0016021","Gpal_D383_g03263.pdb","no GO terms","G3DSA:3.40.50.11350 (GENE3D); IPR019378 (PFAM); G3DSA:3.40.50.11340 (GENE3D); PTHR13398:SF0 (PANTHER); PTHR13398 (PANTHER); cd11298 (CDD)","Gpal_D383_g03263.pdb","false","Gpal_D383_g03263.pdb","Gpal"
"90","glutamyl-tRNA(Gln) amidotransferase subunit B","","F:GO:0016740; C:GO:0016020; C:GO:0016021","Gpal_D383_g06616.pdb","no IPS match","no IPS match","Gpal_D383_g06616.pdb","false","Gpal_D383_g06616.pdb","Gpal"
"12","hypothetical protein L596_024545","","","Gpal_D383_g17644.pdb","no IPS match","no IPS match","Gpal_D383_g17644.pdb","false","Gpal_D383_g17644.pdb","Gpal"
"12","hypothetical protein FO519_009668, partial","","","Gpal_D383_g16801.pdb","no IPS match","no IPS match","Gpal_D383_g16801.pdb","false","Gpal_D383_g16801.pdb","Gpal"
"12","hypothetical protein FO519_002875, partial","","","Gpal_D383_g16712.pdb","no IPS match","no IPS match","Gpal_D383_g16712.pdb","false","Gpal_D383_g16712.pdb","Gpal"
"12","hypothetical protein L596_024545","","","Gpal_D383_g16061.pdb","no IPS match","no IPS match","Gpal_D383_g16061.pdb","false","Gpal_D383_g16061.pdb","Gpal"
"12","hypothetical protein L596_024545","","","Gpal_D383_g16058.pdb","no IPS match","no IPS match","Gpal_D383_g16058.pdb","false","Gpal_D383_g16058.pdb","Gpal"
"12","---NA---","","","Gpal_D383_g16048.pdb","no IPS match","no IPS match","Gpal_D383_g16048.pdb","false","Gpal_D383_g16048.pdb","Gpal"
"12","hypothetical protein GCK72_025000","","","Gpal_D383_g15813.pdb","no IPS match","no IPS match","Gpal_D383_g15813.pdb","false","Gpal_D383_g15813.pdb","Gpal"
"12","hypothetical protein FO519_009668, partial","","","Gpal_D383_g14275.pdb","no IPS match","no IPS match","Gpal_D383_g14275.pdb","false","Gpal_D383_g14275.pdb","Gpal"
"12","hypothetical protein FO519_005867","","","Gpal_D383_g14047.pdb","no IPS match","no IPS match","Gpal_D383_g14047.pdb","false","Gpal_D383_g14047.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g16275.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g16275.pdb","false","Gpal_D383_g16275.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g13189.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g13189.pdb","false","Gpal_D383_g13189.pdb","Gpal"
"93","Glutathione S-transferase 1","","F:GO:0016740","Gpal_D383_g10634.pdb","P:glutathione metabolic process; F:protein binding","G3DSA:1.20.1050.10 (GENE3D); IPR004045 (PFAM); IPR036249 (G3DSA:3.40.30.GENE3D); IPR004046 (PFAM); IPR040079 (mobidb-MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR11571 (PANTHER); PTHR11571:SF224 (PANTHER); IPR004045 (PROSITE_PROFILES); IPR010987 (PROSITE_PROFILES); cd03192 (CDD); cd03039 (CDD); IPR036282 (SUPERFAMILY); IPR036249 (SUPERFAMILY)","Gpal_D383_g10634.pdb","false","Gpal_D383_g10634.pdb","Gpal"
"64","Lipid-binding serum glycoprotein, C-terminal domain and Bactericidal permeability-increasing protein, alpha/beta domain-containing protein","","C:GO:0110165","Gpal_D383_g09336.pdb","F:lipid binding","IPR001124 (PFAM); G3DSA:3.15.20.10 (GENE3D); mobidb-lite (MOBIDB_LITE); PTHR10504:SF139 (PANTHER); IPR032942 (PANTHER); IPR017943 (SUPERFAMILY)","Gpal_D383_g09336.pdb","false","Gpal_D383_g09336.pdb","Gpal"
"63","LBP / BPI / CETP family protein","","F:GO:0008289","Gpal_D383_g06743.pdb","F:lipid binding","IPR017942 (PFAM); G3DSA:3.15.20.10 (GENE3D); G3DSA:3.15.10.10 (GENE3D); IPR001124 (PFAM); IPR032942 (PANTHER); PTHR10504:SF138 (PANTHER); IPR017943 (SUPERFAMILY); IPR017943 (SUPERFAMILY)","Gpal_D383_g06743.pdb","false","Gpal_D383_g06743.pdb","Gpal"
"64","Protein PERM-5","","F:GO:0008289; F:GO:0016918; F:GO:0019841; C:GO:0005576; C:GO:0016020; C:GO:0016021","Gpal_D383_g00539.pdb","F:lipid binding","PTHR31418:SF20 (PANTHER); IPR008632 (PANTHER); IPR017943 (SUPERFAMILY); IPR017943 (SUPERFAMILY)","Gpal_D383_g00539.pdb","false","Gpal_D383_g00539.pdb","Gpal"
"67","Acid sphingomyelinase-like phosphodiesterase 3b","","P:GO:0006685; F:GO:0004767; F:GO:0016787; F:GO:0046872; C:GO:0005576; C:GO:0005615; C:GO:0016020; C:GO:0016021","Gpal_D383_g07650.pdb","F:hydrolase activity","IPR029052 (G3DSA:3.60.21.GENE3D); IPR004843 (PFAM); PTHR10340 (PANTHER); IPR041805 (CDD); SSF56300 (SUPERFAMILY)","Gpal_D383_g07650.pdb","false","Gpal_D383_g07650.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g16877.pdb","no IPS match","no IPS match","Gpal_D383_g16877.pdb","false","Gpal_D383_g16877.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g11094.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g11094.pdb","false","Gpal_D383_g11094.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g11075.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g11075.pdb","false","Gpal_D383_g11075.pdb","Gpal"
"97","putative effector protein","Acting on peptide bonds (peptidases); Hydrolases","P:GO:0006508; F:GO:0008236","Gpal_D383_g03803.pdb","P:proteolysis; F:serine-type peptidase activity","IPR042269 (G3DSA:1.20.120.GENE3D); IPR029058 (G3DSA:3.40.50.GENE3D); IPR008758 (PFAM); PTHR11010 (PANTHER); PTHR11010:SF91 (PANTHER); IPR029058 (SUPERFAMILY)","Gpal_D383_g03803.pdb","false","Gpal_D383_g03803.pdb","Gpal"
"97","serine carboxypeptidase S28 family protein","","P:GO:0006508; F:GO:0004180; F:GO:0008233; F:GO:0008236; F:GO:0008239; F:GO:0016787; C:GO:0016020; C:GO:0016021","Gpal_D383_g00756.pdb","P:proteolysis; F:serine-type peptidase activity","IPR042269 (G3DSA:1.20.120.GENE3D); IPR008758 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR11010 (PANTHER); PTHR11010:SF38 (PANTHER); IPR029058 (SUPERFAMILY)","Gpal_D383_g00756.pdb","false","Gpal_D383_g00756.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g16410.pdb","no IPS match","no IPS match","Gpal_D383_g16410.pdb","false","Gpal_D383_g16410.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g15750.pdb","no IPS match","no IPS match","Gpal_D383_g15750.pdb","false","Gpal_D383_g15750.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g04462.pdb","no IPS match","no IPS match","Gpal_D383_g04462.pdb","false","Gpal_D383_g04462.pdb","Gpal"
"5","Protein C39E9.8, isoform d","","C:GO:0016020; C:GO:0016021","Gpal_D383_g10602.pdb","no IPS match","no IPS match","Gpal_D383_g10602.pdb","false","Gpal_D383_g10602.pdb","Gpal"
"3","---NA---","","","Gpal_D383_g13003.pdb","no IPS match","no IPS match","Gpal_D383_g13003.pdb","false","Gpal_D383_g13003.pdb","Gpal"
"3","IVG9","","","Gpal_D383_g10540.pdb","no GO terms","PS51257 (PROSITE_PROFILES)","Gpal_D383_g10540.pdb","false","Gpal_D383_g10540.pdb","Gpal"
"14","unnamed protein product, partial","","C:GO:0005892; C:GO:0016020; C:GO:0016021","Gpal_D383_g07942.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g07942.pdb","false","Gpal_D383_g07942.pdb","Gpal"
"14","cuticular protein 47Ef","","C:GO:0005892; C:GO:0016020; C:GO:0016021","Gpal_D383_g07534.pdb","C:acetylcholine-gated channel complex","IPR033438 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR33748 (PANTHER); PTHR33748:SF6 (PANTHER)","Gpal_D383_g07534.pdb","false","Gpal_D383_g07534.pdb","Gpal"
"2","---NA---","","","Gpal_D383_g09284.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g09284.pdb","false","Gpal_D383_g09284.pdb","Gpal"
"33","beta-1,4-endoglucanase","Glycosylases; Hydrolases; Glycosylases","P:GO:0005975; F:GO:0004553","Gpal_D383_g01787.pdb","P:organic substance metabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds","IPR001547 (PFAM); G3DSA:3.20.20.80 (GENE3D); IPR017853 (SUPERFAMILY)","Gpal_D383_g01787.pdb","false","Gpal_D383_g01787.pdb","Gpal"
"54","---NA---","","","Gpal_D383_g10978.pdb","no IPS match","no IPS match","Gpal_D383_g10978.pdb","false","Gpal_D383_g10978.pdb","Gpal"
"72","Serine carboxypeptidase ctsa-1.1","Glutamate carboxypeptidase; Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases); Hydrolases; Lysosomal Pro-Xaa carboxypeptidase; Carboxypeptidase D; Carboxypeptidase C","F:GO:0004185","Gpal_D383_g10042.pdb","P:proteolysis; F:serine-type carboxypeptidase activity","IPR001563 (PRINTS); IPR001563 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); IPR001563 (PANTHER); PTHR11802:SF388 (PANTHER); IPR029058 (SUPERFAMILY)","Gpal_D383_g10042.pdb","false","Gpal_D383_g10042.pdb","Gpal"
"72","Serine carboxypeptidase ctsa-1.1","Glutamate carboxypeptidase; Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases); Hydrolases; Lysosomal Pro-Xaa carboxypeptidase; Carboxypeptidase D; Carboxypeptidase C","F:GO:0004185","Gpal_D383_g10041.pdb","P:proteolysis; F:serine-type carboxypeptidase activity","IPR001563 (PRINTS); IPR001563 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR11802:SF388 (PANTHER); IPR001563 (PANTHER); IPR029058 (SUPERFAMILY)","Gpal_D383_g10041.pdb","false","Gpal_D383_g10041.pdb","Gpal"
"72","Serine carboxypeptidase ctsa-1.1","Glutamate carboxypeptidase; Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases); Hydrolases; Lysosomal Pro-Xaa carboxypeptidase; Carboxypeptidase D; Carboxypeptidase C","F:GO:0004185","Gpal_D383_g09968.pdb","P:proteolysis; F:serine-type carboxypeptidase activity","IPR001563 (PRINTS); IPR001563 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); G3DSA:3.40.50.12670 (GENE3D); IPR001563 (PANTHER); PTHR11802:SF388 (PANTHER); IPR029058 (SUPERFAMILY)","Gpal_D383_g09968.pdb","false","Gpal_D383_g09968.pdb","Gpal"
"72","Serine carboxypeptidase ctsa-1.1","Glutamate carboxypeptidase; Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases); Hydrolases; Lysosomal Pro-Xaa carboxypeptidase; Carboxypeptidase D; Carboxypeptidase C","P:GO:0006508; F:GO:0004185; F:GO:0005509","Gpal_D383_g06867.pdb","P:proteolysis; F:serine-type carboxypeptidase activity","IPR001563 (PRINTS); G3DSA:3.40.50.12670 (GENE3D); IPR001563 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR11802:SF388 (PANTHER); IPR001563 (PANTHER); IPR029058 (SUPERFAMILY)","Gpal_D383_g06867.pdb","false","Gpal_D383_g06867.pdb","Gpal"
"72","Serine carboxypeptidase ctsa-1.1","Glutamate carboxypeptidase; Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases); Hydrolases; Lysosomal Pro-Xaa carboxypeptidase; Carboxypeptidase D; Carboxypeptidase C","F:GO:0004185","Gpal_D383_g05149.pdb","P:proteolysis; F:serine-type carboxypeptidase activity","IPR001563 (PRINTS); IPR029058 (G3DSA:3.40.50.GENE3D); IPR001563 (PFAM); G3DSA:3.40.50.12670 (GENE3D); PTHR11802:SF388 (PANTHER); IPR001563 (PANTHER); IPR029058 (SUPERFAMILY)","Gpal_D383_g05149.pdb","false","Gpal_D383_g05149.pdb","Gpal"
"72","Serine carboxypeptidase ctsa-1.1","Glutamate carboxypeptidase; Acting on peptide bonds (peptidases); Hydrolases","F:GO:0004180","Gpal_D383_g02623.pdb","P:proteolysis; F:serine-type carboxypeptidase activity","IPR001563 (PRINTS); IPR001563 (PFAM); PTHR11802:SF388 (PANTHER); IPR001563 (PANTHER); IPR029058 (SUPERFAMILY)","Gpal_D383_g02623.pdb","false","Gpal_D383_g02623.pdb","Gpal"
"63","LBP / BPI / CETP family protein","","F:GO:0008289; C:GO:0005615","Gpal_D383_g01572.pdb","F:lipid binding","IPR017942 (PFAM); G3DSA:3.15.20.10 (GENE3D); G3DSA:3.15.10.10 (GENE3D); IPR001124 (PFAM); PTHR10504:SF135 (PANTHER); IPR032942 (PANTHER); IPR017943 (SUPERFAMILY); IPR017943 (SUPERFAMILY)","Gpal_D383_g01572.pdb","false","Gpal_D383_g01572.pdb","Gpal"
"98","---NA---","","","Gpal_D383_g06928.pdb","no IPS match","no IPS match","Gpal_D383_g06928.pdb","false","Gpal_D383_g06928.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g06624.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g06624.pdb","false","Gpal_D383_g06624.pdb","Gpal"
"2","---NA---","","","Gpal_D383_g01796.pdb","no IPS match","no IPS match","Gpal_D383_g01796.pdb","false","Gpal_D383_g01796.pdb","Gpal"
"54","---NA---","","","Gpal_D383_g14111.pdb","no IPS match","no IPS match","Gpal_D383_g14111.pdb","false","Gpal_D383_g14111.pdb","Gpal"
"54","---NA---","","","Gpal_D383_g13156.pdb","no IPS match","no IPS match","Gpal_D383_g13156.pdb","false","Gpal_D383_g13156.pdb","Gpal"
"54","---NA---","","","Gpal_D383_g15046.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g15046.pdb","false","Gpal_D383_g15046.pdb","Gpal"
"54","---NA---","","","Gpal_D383_g11078.pdb","no IPS match","no IPS match","Gpal_D383_g11078.pdb","false","Gpal_D383_g11078.pdb","Gpal"
"54","---NA---","","","Gpal_D383_g05755.pdb","no IPS match","no IPS match","Gpal_D383_g05755.pdb","false","Gpal_D383_g05755.pdb","Gpal"
"54","---NA---","","","Gpal_D383_g00238.pdb","no IPS match","no IPS match","Gpal_D383_g00238.pdb","false","Gpal_D383_g00238.pdb","Gpal"
"99","failed axon connections isoform X2","","","Gpal_D383_g12209.pdb","no GO terms","PTHR12289 (PANTHER); PTHR12289:SF72 (PANTHER)","Gpal_D383_g12209.pdb","false","Gpal_D383_g12209.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g15710.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g15710.pdb","false","Gpal_D383_g15710.pdb","Gpal"
"100","LiPocalin-Related protein","","P:GO:0000302; P:GO:0006629; P:GO:0006869; C:GO:0005576; C:GO:0005737; C:GO:0016021","Gpal_D383_g10104.pdb","no GO terms","PTHR10612 (PANTHER); PTHR10612:SF34 (PANTHER); IPR012674 (SUPERFAMILY)","Gpal_D383_g10104.pdb","false","Gpal_D383_g10104.pdb","Gpal"
"100","Calycin-like domain and Calycin domain-containing protein","","C:GO:0016021","Gpal_D383_g06903.pdb","no GO terms","IPR012674 (G3DSA:2.40.128.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR10612 (PANTHER); PTHR10612:SF45 (PANTHER); cd19438 (CDD); IPR012674 (SUPERFAMILY)","Gpal_D383_g06903.pdb","false","Gpal_D383_g06903.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g04366.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g04366.pdb","false","Gpal_D383_g04366.pdb","Gpal"
"99","failed axon connections isoform X2","","C:GO:0016020; C:GO:0016021","Gpal_D383_g12203.pdb","no GO terms","PTHR12289:SF72 (PANTHER); PTHR12289 (PANTHER)","Gpal_D383_g12203.pdb","false","Gpal_D383_g12203.pdb","Gpal"
"99","failed axon connections isoform X2","","","Gpal_D383_g12198.pdb","no GO terms","PTHR12289 (PANTHER); PTHR12289:SF72 (PANTHER)","Gpal_D383_g12198.pdb","false","Gpal_D383_g12198.pdb","Gpal"
"66","SCP-like protein","","C:GO:0005576; C:GO:0005615","Gpal_D383_g03628.pdb","no GO terms","IPR014044 (PFAM); IPR035940 (G3DSA:3.40.33.GENE3D); IPR001283 (PANTHER); PTHR10334:SF164 (PANTHER); IPR035940 (SUPERFAMILY)","Gpal_D383_g03628.pdb","false","Gpal_D383_g03628.pdb","Gpal"
"14","cuticular protein 47Ef","","C:GO:0016020","Gpal_D383_g05093.pdb","C:acetylcholine-gated channel complex","G3DSA:3.10.310.50 (GENE3D); IPR033438 (PFAM); PTHR33748:SF6 (PANTHER); PTHR33748 (PANTHER)","Gpal_D383_g05093.pdb","false","Gpal_D383_g05093.pdb","Gpal"
"14","TPM domain-containing protein","","C:GO:0005892; C:GO:0016020; C:GO:0016021","Gpal_D383_g00451.pdb","C:acetylcholine-gated channel complex","IPR033438 (PFAM); PTHR33748 (PANTHER); PTHR33748:SF6 (PANTHER)","Gpal_D383_g00451.pdb","false","Gpal_D383_g00451.pdb","Gpal"
"101","chymotrypsin inhibitor","","P:GO:0010466; P:GO:0010951; F:GO:0004867; F:GO:0019863; F:GO:0030414; C:GO:0005576","Gpal_D383_g07934.pdb","no GO terms","G3DSA:2.10.25.10 (GENE3D); IPR036084 (SUPERFAMILY)","Gpal_D383_g07934.pdb","false","Gpal_D383_g07934.pdb","Gpal"
"35","galectin-3-like","","P:GO:0006397; P:GO:0008380; F:GO:0019863; F:GO:0030246; C:GO:0005634; C:GO:0005681; C:GO:0005737","Gpal_D383_g14396.pdb","F:carbohydrate binding","IPR001079 (PFAM); G3DSA:2.60.120.200 (GENE3D); IPR001079 (PROSITE_PROFILES); IPR001079 (CDD); IPR013320 (SUPERFAMILY)","Gpal_D383_g14396.pdb","false","Gpal_D383_g14396.pdb","Gpal"
