From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	WormBase
Q22581	Q22581	unreviewed	Q22581_CAEEL	Uncharacterized protein	CELE_T19D2.3 T19D2.3	Caenorhabditis elegans	108	T19D2.3;
Q22586	Q22586	unreviewed	Q22586_CAEEL	Uncharacterized protein	CELE_T19D7.5 T19D7.5	Caenorhabditis elegans	142	T19D7.5;
Q22594	Q22594	unreviewed	Q22594_CAEEL	Serpentine Receptor, class D (Delta)	srd-5 CELE_T19E7.5 T19E7.5	Caenorhabditis elegans	326	T19E7.5;
Q22613	Q22613	unreviewed	Q22613_CAEEL	ShKT domain-containing protein	dod-6 CELE_T20G5.7 T20G5.7	Caenorhabditis elegans	60	T20G5.7;
Q22616	Q22616	reviewed	BL1S1_CAEEL	Biogenesis of lysosome-related organelles complex 1 subunit 1 (BLOC-1 subunit 1)	blos-1 T20G5.10	Caenorhabditis elegans	129	T20G5.10;
Q22642	Q22642	unreviewed	Q22642_CAEEL	Serpentine receptor class gamma	srg-32 CELE_T21C9.7 T21C9.7	Caenorhabditis elegans	303	T21C9.7;
Q22646	Q22646	unreviewed	Q22646_CAEEL	Uncharacterized protein	CELE_T21C9.11 T21C9.11	Caenorhabditis elegans	225	T21C9.11;
Q22652	Q22652	unreviewed	Q22652_CAEEL	Uncharacterized protein	CELE_T21D9.2 T21D9.2	Caenorhabditis elegans	144	T21D9.2;
Q22653	Q22653	unreviewed	Q22653_CAEEL	Uncharacterized protein	CELE_T21E8.4 T21E8.4	Caenorhabditis elegans	146	T21E8.4;
Q22654	Q22654	unreviewed	Q22654_CAEEL	Uncharacterized protein	CELE_T21E8.5 T21E8.5	Caenorhabditis elegans	98	T21E8.5;
Q22660	Q22660	unreviewed	Q22660_CAEEL	Major sperm protein	CELE_T22B3.3 T22B3.3	Caenorhabditis elegans	185	T22B3.3;
Q22666	Q22666	unreviewed	Q22666_CAEEL	Uncharacterized protein	CELE_T22C1.6 T22C1.6	Caenorhabditis elegans	335	T22C1.6;
Q22674	Q22674	unreviewed	Q22674_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_T22C8.1 T22C8.1	Caenorhabditis elegans	390	T22C8.1;
Q22722	Q22722	unreviewed	Q22722_CAEEL	Uncharacterized protein	CELE_T24C12.1 T24C12.1	Caenorhabditis elegans	308	T24C12.1;
Q22726	Q22726	unreviewed	Q22726_CAEEL	Uncharacterized protein	CELE_T24C2.3 T24C2.3	Caenorhabditis elegans	266	T24C2.3;
Q22742	Q22742	unreviewed	Q22742_CAEEL	Uncharacterized protein	CELE_T24D8.6 T24D8.6	Caenorhabditis elegans	63	T24D8.6;
Q22745	Q22745	unreviewed	Q22745_CAEEL	EGF-like domain-containing protein	CELE_T24F1.4 T24F1.4	Caenorhabditis elegans	149	T24F1.4;
Q22756	Q22756	reviewed	BL1S4_CAEEL	Biogenesis of lysosome-related organelles complex 1 subunit 4 (BLOC-1 subunit 4) (Protein cappuccino homolog)	blos-4 T24H7.4	Caenorhabditis elegans	106	T24H7.4;
Q22759	Q22759	unreviewed	Q22759_CAEEL	NR LBD domain-containing protein	CELE_T25B6.4 T25B6.4	Caenorhabditis elegans	96	T25B6.4;
Q22760	Q22760	unreviewed	Q22760_CAEEL	Uncharacterized protein	CELE_T25B6.5 T25B6.5	Caenorhabditis elegans	119	T25B6.5;
Q22761	Q22761	unreviewed	Q22761_CAEEL	Uncharacterized protein	CELE_T25B6.6 T25B6.6	Caenorhabditis elegans	112	T25B6.6;
Q22826	Q22826	unreviewed	Q22826_CAEEL	Fork-head domain-containing protein	CELE_T27A8.2 T27A8.2	Caenorhabditis elegans	141	T27A8.2;
Q22835	Q22835	reviewed	ZIP10_CAEEL	Transcription factor zip-10	zip-10 T27F2.4	Caenorhabditis elegans	165	T27F2.4;
Q22866	Q22866	reviewed	TPM1_CAEEL	Tropomyosin isoforms a/b/d/f (Levamisole resistant protein 11)	lev-11 tmy-1 Y105E8B.1	Caenorhabditis elegans	284	Y105E8B.1a [Q22866-1];Y105E8B.1b [Q22866-3];Y105E8B.1d [Q22866-2];Y105E8B.1f [Q22866-4];
Q22880	Q22880	unreviewed	Q22880_CAEEL	Uncharacterized protein	B0507.4 CELE_B0507.4	Caenorhabditis elegans	211	B0507.4;
Q22881	Q22881	unreviewed	Q22881_CAEEL	Uncharacterized protein	B0507.7 CELE_B0507.7	Caenorhabditis elegans	228	B0507.7;
Q22882	Q22882	unreviewed	Q22882_CAEEL	Uncharacterized protein	B0507.8 CELE_B0507.8	Caenorhabditis elegans	396	B0507.8;
Q22883	Q22883	unreviewed	Q22883_CAEEL	Uncharacterized protein	B0507.9 CELE_B0507.9	Caenorhabditis elegans	254	B0507.9;
Q22885	Q22885	reviewed	BROX_CAEEL	BRO1 domain-containing protein BROX homolog	B0507.2	Caenorhabditis elegans	427	B0507.2;
Q22895	Q22895	unreviewed	Q22895_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	ser-7 C09B7.1 CELE_C09B7.1	Caenorhabditis elegans	435	C09B7.1a;
Q22908	Q22908	reviewed	RASEF_CAEEL	Ras and EF-hand domain-containing protein homolog	rsef-1 tag-312 C33D12.6	Caenorhabditis elegans	634	C33D12.6;
Q22921	Q22921	unreviewed	Q22921_CAEEL	Uncharacterized protein	C37C3.11 CELE_C37C3.11	Caenorhabditis elegans	161	C37C3.11;
Q22929	Q22929	unreviewed	Q22929_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	C50E3.9 CELE_C50E3.9	Caenorhabditis elegans	358	C50E3.9;
Q22931	Q22931	reviewed	FOLT3_CAEEL	Folate-like transporter 3	folt-3 C50E3.16	Caenorhabditis elegans	424	C50E3.16;
Q22937	Q22937	unreviewed	Q22937_CAEEL	Serpentine Receptor, class V	srv-6 C52B9.5 CELE_C52B9.5	Caenorhabditis elegans	330	C52B9.5;
Q22948	Q22948	unreviewed	Q22948_CAEEL	Uncharacterized protein	CELE_F08F3.8 F08F3.8	Caenorhabditis elegans	289	F08F3.8;
Q22959	Q22959	unreviewed	Q22959_CAEEL	Serpentine Receptor, class H	srh-187 CELE_F10G2.8 F10G2.8	Caenorhabditis elegans	339	F10G2.8;
Q22960	Q22960	unreviewed	Q22960_CAEEL	Nuclear Hormone Receptor family	nhr-263 CELE_F10G2.9 F10G2.9	Caenorhabditis elegans	93	F10G2.9;
Q22977	Q22977	unreviewed	Q22977_CAEEL	OToPetrin-Like	otpl-6 CELE_F45F2.6 F45F2.6	Caenorhabditis elegans	581	F45F2.6;
Q22979	Q22979	unreviewed	Q22979_CAEEL	Histone domain-containing protein	his-39 CELE_F45F2.2 F45F2.2	Caenorhabditis elegans	67	F45F2.2;
Q22981	Q22981	unreviewed	Q22981_CAEEL	Serpentine Receptor, class T	srt-3 CELE_F47D2.3 F47D2.3	Caenorhabditis elegans	355	F47D2.3;
Q22982	Q22982	unreviewed	Q22982_CAEEL	Serpentine Receptor, class T	srt-35 CELE_F47D2.4 F47D2.4	Caenorhabditis elegans	332	F47D2.4;
Q22983	Q22983	unreviewed	Q22983_CAEEL	Serpentine Receptor, class T	srt-36 CELE_F47D2.5 F47D2.5	Caenorhabditis elegans	327	F47D2.5;
Q22984	Q22984	unreviewed	Q22984_CAEEL	Serpentine Receptor, class T	srt-38 CELE_F47D2.6 F47D2.6	Caenorhabditis elegans	327	F47D2.6;
Q22986	Q22986	unreviewed	Q22986_CAEEL	Serpentine Receptor, class T	srt-20 CELE_F47D2.7 F47D2.7	Caenorhabditis elegans	336	F47D2.7a;
Q22988	Q22988	unreviewed	Q22988_CAEEL	Serpentine Receptor, class T	srt-19 CELE_F47D2.1 F47D2.1	Caenorhabditis elegans	334	F47D2.1a;
Q22989	Q22989	unreviewed	Q22989_CAEEL	Serpentine Receptor, class H	srh-193 CELE_F47D2.9 F47D2.9	Caenorhabditis elegans	343	F47D2.9;
Q23029	Q23029	unreviewed	Q23029_CAEEL	Serpentine Receptor, class H	srh-11 CELE_R09F10.6 R09F10.6	Caenorhabditis elegans	344	R09F10.6;
Q23033	Q23033	unreviewed	Q23033_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	npr-24 CELE_R106.2 R106.2	Caenorhabditis elegans	373	R106.2;
Q23034	Q23034	unreviewed	Q23034_CAEEL	Serpentine receptor class gamma	srg-28 CELE_T09D3.2 T09D3.2	Caenorhabditis elegans	335	T09D3.2;
Q23035	Q23035	unreviewed	Q23035_CAEEL	Serpentine receptor class gamma	srg-25 CELE_T09D3.5 T09D3.5	Caenorhabditis elegans	366	T09D3.5;
Q23041	Q23041	unreviewed	Q23041_CAEEL	Serpentine Receptor, class V	srv-7 CELE_T22B7.5 T22B7.5	Caenorhabditis elegans	349	T22B7.5;
Q23055	Q23055	unreviewed	Q23055_CAEEL	Uncharacterized protein	CELE_T27E4.7 T27E4.7	Caenorhabditis elegans	73	T27E4.7;
Q23059	Q23059	unreviewed	Q23059_CAEEL	Serpentine Receptor, class M	srm-2 CELE_T28H11.3 T28H11.3	Caenorhabditis elegans	336	T28H11.3;
Q23060	Q23060	unreviewed	Q23060_CAEEL	Serpentine Receptor, class M	srm-1 CELE_T28H11.2 T28H11.2	Caenorhabditis elegans	331	T28H11.2;
Q23061	Q23061	unreviewed	Q23061_CAEEL	BAR domain-containing protein	CELE_T28H11.7 T28H11.7	Caenorhabditis elegans	194	T28H11.7;
Q23072	Q23072	unreviewed	Q23072_CAEEL	Serpentine Receptor, class T	srt-13 CELE_ZC142.1 ZC142.1	Caenorhabditis elegans	357	ZC142.1a;
Q23076	Q23076	unreviewed	Q23076_CAEEL	Serpentine receptor class gamma	srg-67 CELE_ZC317.4 ZC317.4	Caenorhabditis elegans	317	ZC317.4;
Q23077	Q23077	unreviewed	Q23077_CAEEL	Serpentine receptor class gamma	srg-68 CELE_ZC317.5 ZC317.5	Caenorhabditis elegans	316	ZC317.5;
Q23104	Q23104	unreviewed	Q23104_CAEEL	MFS domain-containing protein	CELE_W01B6.3 W01B6.3	Caenorhabditis elegans	484	W01B6.3;
Q23114	Q23114	unreviewed	Q23114_CAEEL	Uncharacterized protein	CELE_W01C9.1 W01C9.1	Caenorhabditis elegans	232	W01C9.1;
Q23135	Q23135	unreviewed	Q23135_CAEEL	Uncharacterized protein	CELE_W03A5.2 W03A5.2	Caenorhabditis elegans	259	W03A5.2;
Q23142	Q23142	unreviewed	Q23142_CAEEL	Uncharacterized protein	CELE_W03B1.3 W03B1.3	Caenorhabditis elegans	256	W03B1.3;
Q23154	Q23154	unreviewed	Q23154_CAEEL	Uncharacterized protein	CELE_W04D12.1 W04D12.1	Caenorhabditis elegans	85	W04D12.1;
Q23156	Q23156	unreviewed	Q23156_CAEEL	Serpentine Receptor, class T	srt-39 CELE_W04D2.2 W04D2.2	Caenorhabditis elegans	332	W04D2.2a;
Q23168	Q23168	unreviewed	Q23168_CAEEL	Uncharacterized protein	CELE_W04G3.7 W04G3.7	Caenorhabditis elegans	190	W04G3.7;
Q23174	Q23174	unreviewed	Q23174_CAEEL	Uncharacterized protein	CELE_W05E10.2 W05E10.2	Caenorhabditis elegans	128	W05E10.2;
Q23179	Q23179	unreviewed	Q23179_CAEEL	Uncharacterized protein	CELE_W05H9.1 W05H9.1	Caenorhabditis elegans	414	W05H9.1a;
Q23184	Q23184	unreviewed	Q23184_CAEEL	Nematode Specific Peptide family, group A	nspa-8 CELE_W06A7.5 W06A7.5	Caenorhabditis elegans	34	W06A7.5;
Q23190	Q23190	unreviewed	Q23190_CAEEL	DAF-16/FOXO Controlled, germline Tumor affecting	dct-11 CELE_W06B11.3 W06B11.3	Caenorhabditis elegans	236	W06B11.3;
Q23198	Q23198	unreviewed	Q23198_CAEEL	Uncharacterized protein	CELE_W06D11.3 W06D11.3	Caenorhabditis elegans	139	W06D11.3;
Q23199	Q23199	unreviewed	Q23199_CAEEL	Uncharacterized protein	CELE_W06D11.5 W06D11.5	Caenorhabditis elegans	147	W06D11.5;
Q23217	Q23217	unreviewed	Q23217_CAEEL	L-Fucosyltransferase	CELE_W07G4.2 W07G4.2	Caenorhabditis elegans	355	W07G4.2;
Q23228	Q23228	unreviewed	Q23228_CAEEL	Serpentine receptor class gamma	srg-55 CELE_W09D12.2 W09D12.2	Caenorhabditis elegans	308	W09D12.2;
Q23248	Q23248	unreviewed	Q23248_CAEEL	Ground-like domain-containing protein	grl-21 CELE_ZC168.5 ZC168.5	Caenorhabditis elegans	172	ZC168.5;
Q23254	Q23254	unreviewed	Q23254_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_ZC266.1 ZC266.1	Caenorhabditis elegans	396	ZC266.1;
Q23284	Q23284	unreviewed	Q23284_CAEEL	Serpentine Receptor, class H	srh-28 CELE_ZC404.5 ZC404.5	Caenorhabditis elegans	357	ZC404.5;
Q23292	Q23292	unreviewed	Q23292_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	dmsr-10 CELE_ZC404.10 ZC404.10	Caenorhabditis elegans	299	ZC404.10;
Q23293	Q23293	unreviewed	Q23293_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	dmsr-11 CELE_ZC404.11 ZC404.11	Caenorhabditis elegans	355	ZC404.11;
Q23322	Q23322	unreviewed	Q23322_CAEEL	Uncharacterized protein	CELE_ZC443.2 ZC443.2	Caenorhabditis elegans	186	ZC443.2;
Q23329	Q23329	unreviewed	Q23329_CAEEL	Uncharacterized protein	CELE_ZC449.4 ZC449.4	Caenorhabditis elegans	76	ZC449.4;
Q23331	Q23331	unreviewed	Q23331_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-45 CELE_ZC455.11 ZC455.11	Caenorhabditis elegans	278	ZC455.11;
Q23339	Q23339	unreviewed	Q23339_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-44 CELE_ZC455.9 ZC455.9	Caenorhabditis elegans	297	ZC455.9;
Q23340	Q23340	unreviewed	Q23340_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-43 CELE_ZC455.8 ZC455.8	Caenorhabditis elegans	301	ZC455.8a;
Q23346	Q23346	unreviewed	Q23346_CAEEL	BAR domain-containing protein	CELE_ZC477.7 ZC477.7	Caenorhabditis elegans	194	ZC477.7a;
Q23349	Q23349	unreviewed	Q23349_CAEEL	Uncharacterized protein	CELE_ZC487.2 ZC487.2	Caenorhabditis elegans	334	ZC487.2;
Q23374	Q23374	unreviewed	Q23374_CAEEL	Uncharacterized protein	CELE_ZC53.2 ZC53.2	Caenorhabditis elegans	171	ZC53.2;
Q23386	Q23386	unreviewed	Q23386_CAEEL	TWiK family of potassium channels	twk-4 CELE_ZK1067.5 ZK1067.5	Caenorhabditis elegans	418	ZK1067.5;
Q23393	Q23393	unreviewed	Q23393_CAEEL	Uncharacterized protein	CELE_ZK1073.2 ZK1073.2	Caenorhabditis elegans	194	ZK1073.2;
Q23396	Q23396	unreviewed	Q23396_CAEEL	Uncharacterized protein	CELE_ZK1086.2 ZK1086.2	Caenorhabditis elegans	196	ZK1086.2;
Q23430	Q23430	reviewed	ILB4_CAEEL	Insulin-like peptide 7 (Insulin-like peptide beta-type 4)	ins-7 ZK1251.2	Caenorhabditis elegans	105	ZK1251.2a;
Q23431	Q23431	unreviewed	Q23431_CAEEL	3-oxo-5-alpha-steroid 4-dehydrogenase (EC 1.3.1.22)	CELE_ZK1251.3 ZK1251.3	Caenorhabditis elegans	253	ZK1251.3;
Q23455	Q23455	unreviewed	Q23455_CAEEL	Neuropeptide-Like Protein	nlp-73 CELE_ZK287.3 ZK287.3	Caenorhabditis elegans	102	ZK287.3;
Q23481	Q23481	unreviewed	Q23481_CAEEL	TMEM (Human TransMEMbrane protein) homolog	tmem-17 CELE_ZK418.3 ZK418.3	Caenorhabditis elegans	145	ZK418.3;
Q23483	Q23483	unreviewed	Q23483_CAEEL	Transmembrane protein 147	CELE_ZK418.5 ZK418.5	Caenorhabditis elegans	225	ZK418.5;
Q23484	Q23484	unreviewed	Q23484_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_ZK418.6 ZK418.6	Caenorhabditis elegans	394	ZK418.6;
Q23485	Q23485	unreviewed	Q23485_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_ZK418.7 ZK418.7	Caenorhabditis elegans	399	ZK418.7;
Q23497	Q23497	reviewed	NPR9_CAEEL	Galanin-like G-protein coupled receptor npr-9 (Probable neuropeptide receptor 9)	npr-9 ZK455.3	Caenorhabditis elegans	431	ZK455.3;
Q23504	Q23504	unreviewed	Q23504_CAEEL	Uncharacterized protein	CELE_ZK470.4 ZK470.4	Caenorhabditis elegans	83	ZK470.4;
Q23508	Q23508	unreviewed	Q23508_CAEEL	Mpv17-like protein 2	CELE_ZK470.1 ZK470.1	Caenorhabditis elegans	180	ZK470.1;
Q23514	Q23514	unreviewed	Q23514_CAEEL	MFS domain-containing protein	slc-17.1 CELE_ZK54.1 ZK54.1	Caenorhabditis elegans	479	ZK54.1a;
Q23529	Q23529	reviewed	HOOK_CAEEL	Zygote defective protein 12	zyg-12 ber-1 ZK546.1	Caenorhabditis elegans	777	ZK546.1a [Q23529-2];ZK546.1b [Q23529-3];ZK546.1c [Q23529-1];ZK546.1d [Q23529-4];
Q23532	Q23532	unreviewed	Q23532_CAEEL	CLaudin-like in Caenorhabditis	clc-3 CELE_ZK563.4 ZK563.4	Caenorhabditis elegans	222	ZK563.4a;
Q23537	Q23537	unreviewed	Q23537_CAEEL	Uncharacterized protein	CELE_ZK593.3 ZK593.3	Caenorhabditis elegans	147	ZK593.3;
Q23553	Q23553	unreviewed	Q23553_CAEEL	GUstatory Receptor family	gur-5 CELE_ZK622.2 ZK622.2	Caenorhabditis elegans	408	ZK622.2;
Q23611	Q23611	unreviewed	Q23611_CAEEL	Uncharacterized protein	CELE_ZK816.1 ZK816.1	Caenorhabditis elegans	104	ZK816.1;
Q23614	Q23614	unreviewed	Q23614_CAEEL	DUF148 domain-containing protein	CELE_ZK822.2 ZK822.2	Caenorhabditis elegans	168	ZK822.2;
Q23625	Q23625	unreviewed	Q23625_CAEEL	Serpentine Receptor, class J	srj-1 CELE_ZK829.8 ZK829.8	Caenorhabditis elegans	345	ZK829.8;
Q23650	Q23650	unreviewed	Q23650_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_ZK863.1 ZK863.1	Caenorhabditis elegans	370	ZK863.1;
Q23664	Q23664	unreviewed	Q23664_CAEEL	C4H2-type domain-containing protein	vab-23 CELE_ZK930.3 ZK930.3	Caenorhabditis elegans	253	ZK930.3a;
Q23665	Q23665	unreviewed	Q23665_CAEEL	C4H2-type domain-containing protein	CELE_ZK930.2 ZK930.2	Caenorhabditis elegans	241	ZK930.2;
Q23676	Q23676	unreviewed	Q23676_CAEEL	RNase H type-1 domain-containing protein	rnh-1.2 CELE_ZK938.7 ZK938.7	Caenorhabditis elegans	192	ZK938.7;
Q23679	Q23679	reviewed	MED22_CAEEL	Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22)	mdt-22 ZK970.3	Caenorhabditis elegans	157	ZK970.3;
Q23683	Q23683	unreviewed	Q23683_CAEEL	DUF148 domain-containing protein	CELE_ZK970.7 ZK970.7	Caenorhabditis elegans	147	ZK970.7;
Q27489	Q27489	reviewed	H33L3_CAEEL	Putative histone H3.3-like type 3	his-69 E03A3.3	Caenorhabditis elegans	127	E03A3.3;
Q27503	Q27503	unreviewed	Q27503_CAEEL	Uncharacterized protein	CELE_K03B4.6 K03B4.6	Caenorhabditis elegans	134	K03B4.6;
Q27532	Q27532	reviewed	H33L2_CAEEL	Histone H3.3-like type 2	his-74 W05B10.1	Caenorhabditis elegans	136	W05B10.1;
Q27GT5	Q27GT5	unreviewed	Q27GT5_CAEEL	Neuropeptide-Like Protein	CELE_T23B7.3 T23B7.3	Caenorhabditis elegans	122	T23B7.3a;
Q27GU3	Q27GU3	unreviewed	Q27GU3_CAEEL	MiRP K channel accessory Subunit	mps-1 C29F5.4 CELE_C29F5.4	Caenorhabditis elegans	257	C29F5.4;
Q27GU5	Q27GU5	unreviewed	Q27GU5_CAEEL	Uncharacterized protein	C32D5.14 CELE_C32D5.14	Caenorhabditis elegans	50	C32D5.14;
Q27GU6	Q27GU6	unreviewed	Q27GU6_CAEEL	Uncharacterized protein	CELE_F58F12.4 F58F12.4	Caenorhabditis elegans	150	F58F12.4;
Q2A954	Q2A954	unreviewed	Q2A954_CAEEL	Uncharacterized protein	CELE_T23E7.6 T23E7.6	Caenorhabditis elegans	69	T23E7.6;
Q2A955	Q2A955	unreviewed	Q2A955_CAEEL	TMEM (Human TransMEMbrane protein) homolog	tmem-218 CELE_T23E7.5 T23E7.5	Caenorhabditis elegans	126	T23E7.5;
Q2AAB5	Q2AAB5	unreviewed	Q2AAB5_CAEEL	Protein containing ALS2cr12 (ALS2CR12) signature	pals-16 CELE_Y82E9BR.4 Y82E9BR.4	Caenorhabditis elegans	318	Y82E9BR.4;
Q2AAC4	Q2AAC4	unreviewed	Q2AAC4_CAEEL	Uncharacterized protein	CELE_Y119C1B.12 Y119C1B.12	Caenorhabditis elegans	138	Y119C1B.12;
Q2EEL8	Q2EEL8	unreviewed	Q2EEL8_CAEEL	INSulin related	CELE_Y57G11C.52 Y57G11C.52	Caenorhabditis elegans	68	Y57G11C.52;
Q2L6U1	Q2L6U1	unreviewed	Q2L6U1_CAEEL	Protein containing ALS2cr12 (ALS2CR12) signature	pals-15 CELE_F22G12.7 F22G12.7	Caenorhabditis elegans	354	F22G12.7;
Q2L6U3	Q2L6U3	unreviewed	Q2L6U3_CAEEL	Protein containing ALS2cr12 (ALS2CR12) signature	pals-12 C17H1.14 CELE_C17H1.14	Caenorhabditis elegans	396	C17H1.14;
Q2L6W8	Q2L6W8	unreviewed	Q2L6W8_CAEEL	Uncharacterized protein	CELE_R11G1.2 R11G1.2	Caenorhabditis elegans	112	R11G1.2;
Q2L6X2	Q2L6X2	unreviewed	Q2L6X2_CAEEL	Uncharacterized protein	CELE_R02E4.3 R02E4.3	Caenorhabditis elegans	87	R02E4.3;
Q2MGE8	Q2MGE8	unreviewed	Q2MGE8_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_K03H6.4 K03H6.4	Caenorhabditis elegans	314	K03H6.4;
Q2PJ80	Q2PJ80	unreviewed	Q2PJ80_CAEEL	Uncharacterized protein	CELE_M02B7.7 M02B7.7	Caenorhabditis elegans	108	M02B7.7;
Q2V077	Q2V077	unreviewed	Q2V077_CAEEL	CX domain-containing protein	C36E6.8 CELE_C36E6.8	Caenorhabditis elegans	123	C36E6.8;
Q2V4X1	Q2V4X1	unreviewed	Q2V4X1_CAEEL	Uncharacterized protein	C07D10.6 CELE_C07D10.6	Caenorhabditis elegans	69	C07D10.6;
Q2WF57	Q2WF57	unreviewed	Q2WF57_CAEEL	Uncharacterized protein	CELE_T24C4.8 T24C4.8	Caenorhabditis elegans	159	T24C4.8;
Q336K9	Q336K9	unreviewed	Q336K9_CAEEL	Protein containing ALS2cr12 (ALS2CR12) signature	pals-24 C29F9.4 CELE_C29F9.4	Caenorhabditis elegans	301	C29F9.4;
Q3HKB5	Q3HKB5	unreviewed	Q3HKB5_CAEEL	Uncharacterized protein	B0432.14 CELE_B0432.14	Caenorhabditis elegans	91	B0432.14a;
Q3S1L6	Q3S1L6	unreviewed	Q3S1L6_CAEEL	MARVEL domain-containing protein	CELE_ZC13.10 ZC13.10	Caenorhabditis elegans	303	ZC13.10;
Q3S1M3	Q3S1M3	unreviewed	Q3S1M3_CAEEL	SaPosin-like Protein family	spp-22 CELE_ZK867.3 ZK867.3	Caenorhabditis elegans	149	ZK867.3;
Q3V5H1	Q3V5H1	unreviewed	Q3V5H1_CAEEL	Uncharacterized protein	CELE_Y73C8C.12 Y73C8C.12	Caenorhabditis elegans	67	Y73C8C.12;
Q3V5H4	Q3V5H4	unreviewed	Q3V5H4_CAEEL	Protein containing ALS2cr12 (ALS2CR12) signature	pals-25 CELE_T17A3.2 T17A3.2	Caenorhabditis elegans	305	T17A3.2;
Q3V5H7	Q3V5H7	unreviewed	Q3V5H7_CAEEL	Uncharacterized protein	CELE_ZK185.4 ZK185.4	Caenorhabditis elegans	281	ZK185.4a;
Q3V5K3	Q3V5K3	unreviewed	Q3V5K3_CAEEL	Uncharacterized protein	CELE_Y75D11A.6 Y75D11A.6	Caenorhabditis elegans	39	Y75D11A.6;
Q3V5K7	Q3V5K7	unreviewed	Q3V5K7_CAEEL	Serpentine Receptor, class H	CELE_ZK105.8 ZK105.8	Caenorhabditis elegans	306	ZK105.8;
Q3V5K8	Q3V5K8	unreviewed	Q3V5K8_CAEEL	NR LBD domain-containing protein	CELE_Y81B9A.4 Y81B9A.4	Caenorhabditis elegans	164	Y81B9A.4;
Q3Y401	Q3Y401	unreviewed	Q3Y401_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-73 CELE_F41F3.7 F41F3.7	Caenorhabditis elegans	320	F41F3.7;
Q3Y412	Q3Y412	unreviewed	Q3Y412_CAEEL	Serpentine Receptor, class A (Alpha)	sra-36 B0304.9 CELE_B0304.9	Caenorhabditis elegans	354	B0304.9;
Q400L4	Q400L4	unreviewed	Q400L4_CAEEL	Uncharacterized protein	CELE_F49F1.14 F49F1.14	Caenorhabditis elegans	170	F49F1.14;
Q400M3	Q400M3	unreviewed	Q400M3_CAEEL	Serpentine Receptor, class T	srt-41 CELE_F36H9.6 F36H9.6	Caenorhabditis elegans	339	F36H9.6;
Q4A575	Q4A575	unreviewed	Q4A575_CAEEL	G protein-coupled receptor	C31B8.16 CELE_C31B8.16	Caenorhabditis elegans	265	C31B8.16;
Q4EVX9	Q4EVX9	unreviewed	Q4EVX9_CAEEL	Serpentine Receptor, class Z	srz-105 CELE_K03D3.12 K03D3.12	Caenorhabditis elegans	305	K03D3.12;
Q4PIT6	Q4PIT6	unreviewed	Q4PIT6_CAEEL	Uncharacterized protein	CELE_F43E12.1 F43E12.1	Caenorhabditis elegans	84	F43E12.1;
Q4PIV2	Q4PIV2	unreviewed	Q4PIV2_CAEEL	Uncharacterized protein	CELE_F23G4.1 F23G4.1	Caenorhabditis elegans	184	F23G4.1;
Q4PIV3	Q4PIV3	unreviewed	Q4PIV3_CAEEL	Uncharacterized protein	C14E2.7 CELE_C14E2.7	Caenorhabditis elegans	118	C14E2.7;
Q4PIV7	Q4PIV7	unreviewed	Q4PIV7_CAEEL	MARVEL domain-containing protein	CELE_T03G11.9 T03G11.9	Caenorhabditis elegans	183	T03G11.9;
Q4PIV8	Q4PIV8	unreviewed	Q4PIV8_CAEEL	Uncharacterized protein	CELE_T26C11.8 T26C11.8	Caenorhabditis elegans	229	T26C11.8;
Q4PIW4	Q4PIW4	unreviewed	Q4PIW4_CAEEL	Uncharacterized protein	C06E2.9 CELE_C06E2.9	Caenorhabditis elegans	94	C06E2.9;
Q4PIW9	Q4PIW9	unreviewed	Q4PIW9_CAEEL	Uncharacterized protein	C45G9.14 CELE_C45G9.14	Caenorhabditis elegans	143	C45G9.14;
Q4PIX2	Q4PIX2	unreviewed	Q4PIX2_CAEEL	Uncharacterized protein	CELE_R12B2.8 R12B2.8	Caenorhabditis elegans	80	R12B2.8;
Q4R104	Q4R104	unreviewed	Q4R104_CAEEL	Uncharacterized protein	CELE_H23N18.6 H23N18.6	Caenorhabditis elegans	120	H23N18.6;
Q4R109	Q4R109	unreviewed	Q4R109_CAEEL	FIP (Fungus-Induced Protein) Related	fipr-25 CELE_T06A1.7 T06A1.7	Caenorhabditis elegans	41	T06A1.7a;
